#"Step","Time (ps)","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)","Time Remaining"
102500,410.0000000005015,-3527845.9058912005,-3003403.8316337243,301.37382183688015,0,--
105000,420.0000000005492,-3529583.487901848,-3003912.8501388407,302.0798233138885,51.4,4:28:20
107500,430.00000000059697,-3527775.0697716977,-3002783.7786070043,301.6894326668841,50.9,4:30:28
110000,440.0000000006447,-3528091.959099369,-3003836.486466254,301.2665900805906,50.9,4:30:37
112500,450.00000000069247,-3528919.143419955,-3003674.451944413,301.8350506938952,51.3,4:28:05
115000,460.0000000007402,-3529565.3023705054,-3006835.357702197,300.38993617420107,51.5,4:27:00
117500,470.00000000078796,-3526670.051872518,-3003235.188396715,300.79502204645894,51.5,4:26:34
120000,480.0000000008357,-3527083.8355806414,-3003161.2075243993,301.0753189238058,51.5,4:26:24
122500,490.00000000088346,-3523514.941832667,-3000141.425214654,300.759768702196,51.5,4:25:51
125000,500.0000000009312,-3525681.128199097,-2999682.0368835297,302.2685711418941,51.5,4:25:48
127500,510.00000000097896,-3526428.4438733906,-3001907.2967043333,301.4192615655684,51.6,4:24:49
130000,520.0000000010267,-3527288.119682269,-3001726.349858118,302.0172616918923,51.7,4:24:11
132500,530.0000000010745,-3525262.709028516,-3000158.9378527473,301.7540699881098,51.7,4:23:39
135000,540.0000000011222,-3526821.46987037,-3002425.3041211003,301.34744023393034,51.8,4:22:57
137500,550.00000000117,-3527981.0648664143,-3003945.2425922826,301.140366668313,51.8,4:22:43
140000,560.0000000012177,-3529114.265077265,-3006127.5911479313,300.53746720264144,51.8,4:22:30
142500,570.0000000012654,-3528541.4216770325,-3004118.2846277747,301.36293945521044,51.8,4:22:18
145000,580.0000000013132,-3528184.0960908122,-3004256.880128893,301.0779553916559,51.8,4:21:53
147500,590.000000001361,-3526735.417978883,-3004300.675676582,300.2202963424143,51.8,4:21:48
150000,600.0000000014087,-3526677.027671719,-3001414.326040779,301.8454003390339,51.8,4:21:26
152500,610.0000000014564,-3524004.798709657,-2999725.2861722293,301.28040475754904,51.8,4:21:11
155000,620.0000000015042,-3527632.5735376887,-3000575.173921377,302.87673443186037,51.8,4:20:59
157500,630.0000000015519,-3527233.904727185,-3003718.586312565,300.84125596548876,51.8,4:20:42
160000,640.0000000015997,-3526784.24365858,-3001916.4090113346,301.61848762963336,51.8,4:20:14
162500,650.0000000016474,-3526618.6896643303,-3002675.348767466,301.08722168341603,51.8,4:19:51
165000,660.0000000016952,-3525503.5299576353,-3001029.7320096646,301.3920520482157,51.9,4:19:21
167500,670.0000000017429,-3529942.8979394305,-3004139.0025257394,302.15640063185543,51.9,4:18:51
170000,680.0000000017907,-3529665.5748694725,-3004759.0124694975,301.6407427678541,51.9,4:18:36
172500,690.0000000018384,-3528558.6938720383,-3003838.336881043,301.53373869913906,51.8,4:18:34
175000,700.0000000018862,-3523881.3939169105,-3000996.0373165784,300.47924458443737,51.9,4:18:06
177500,710.0000000019339,-3527564.926108528,-3003654.9485672237,301.06804922859595,51.9,4:17:43
180000,720.0000000019817,-3530713.144378459,-3008030.4635805646,300.3627757041308,51.9,4:17:27
182500,730.0000000020294,-3525531.9511180203,-3003087.65097709,300.2257888124079,51.9,4:17:12
185000,740.0000000020772,-3526552.0546450187,-3003855.5245198077,300.37073430415205,51.9,4:16:52
187500,750.0000000021249,-3528071.5842230916,-3003444.326152123,301.48023883954613,51.9,4:16:38
190000,760.0000000021727,-3526412.4906248692,-3002107.4402595395,301.2950802253918,51.8,4:16:47
192500,770.0000000022204,-3529247.1564008836,-3006892.98063037,300.1739982958069,51.8,4:16:43
195000,780.0000000022682,-3527470.070084529,-3003691.3982711616,300.99259359488576,51.8,4:16:33
197500,790.0000000023159,-3526893.034142358,-3003550.518430433,300.7419538433076,51.8,4:16:11
200000,800.0000000023637,-3525689.192553211,-3001557.4012087877,301.19551587718024,51.8,4:15:56
202500,810.0000000024114,-3530877.7756633107,-3007442.387827358,300.7953233732022,51.8,4:15:37
205000,820.0000000024592,-3527750.281556787,-3004047.0101924827,300.9492642690788,51.8,4:15:13
207500,830.0000000025069,-3530916.1147123724,-3006536.425822776,301.3379717064891,51.8,4:15:00
210000,840.0000000025547,-3529785.7525736447,-3005919.949916702,301.04266386311366,51.7,4:15:00
212500,850.0000000026024,-3527953.4947894737,-3005259.2240893994,300.3694359117803,51.7,4:14:58
215000,860.0000000026502,-3527643.7025438435,-3004805.1044954695,300.45237449868574,51.7,4:14:38
217500,870.0000000026979,-3528520.410086984,-3004350.8557602423,301.21721660422673,51.7,4:14:27
220000,880.0000000027457,-3528315.9291291963,-3005599.3941074377,300.3822302394019,51.6,4:14:23
222500,890.0000000027934,-3525655.291662831,-3002678.4837111393,300.53179765869345,51.6,4:14:25
225000,900.0000000028411,-3523487.528517358,-2999775.634516632,300.954219319446,51.5,4:14:16
227500,910.0000000028889,-3525741.596541129,-3000371.745772006,301.90697424178836,51.5,4:13:57
230000,920.0000000029366,-3527632.541206233,-3005337.545712243,300.1399899906219,51.6,4:13:38
232500,930.0000000029844,-3527291.9309738856,-3004054.524892905,300.68155195576924,51.6,4:13:15
235000,940.0000000030321,-3527479.015831886,-3002990.057516519,301.400764045378,51.6,4:12:51
237500,950.0000000030799,-3526175.0125044305,-3003032.4454150824,300.6270521534642,51.6,4:12:34
240000,960.0000000031276,-3530130.7929556463,-3007475.290668204,300.34715740810003,51.6,4:12:25
242500,970.0000000031754,-3528493.6134630963,-3004683.494324335,301.01066499133873,51.5,4:12:28
245000,980.0000000032231,-3526152.5934408456,-3001771.983046696,301.33850125467495,51.4,4:12:29
247500,990.0000000032709,-3526428.551620025,-3002378.8190818266,301.1483602860078,51.4,4:12:33
250000,1000.0000000033186,-3528018.6821930613,-3003690.2462926893,301.3085188650766,51.3,4:12:26
252500,1010.0000000033664,-3525664.4948006775,-3002345.0678167944,300.7286857655674,51.3,4:12:18
255000,1020.0000000034141,-3531225.3663936276,-3007072.728429957,301.2074955134897,51.3,4:12:03
257500,1030.0000000032912,-3524563.8922594134,-3001904.8004906024,300.34922012536,51.3,4:11:54
260000,1040.0000000030548,-3528978.6117314585,-3005344.5068761325,300.9095173147877,51.2,4:11:53
262500,1050.0000000028183,-3526869.918934878,-3004201.7726822956,300.3544233394286,51.2,4:11:52
265000,1060.0000000025818,-3527886.698007617,-3003827.1536817155,301.1539986893782,51.1,4:11:48
267500,1070.0000000023454,-3526193.942947658,-3003383.4698108104,300.4362123475318,51.1,4:11:46
270000,1080.000000002109,-3526625.7590538748,-3003851.633749454,300.4153248449619,51,4:11:39
272500,1090.0000000018724,-3524006.4340092335,-3000013.8167396127,301.1155386501752,51,4:11:29
275000,1100.000000001636,-3526543.195103286,-3001973.010475674,301.4474412388308,51,4:11:06
277500,1110.0000000013995,-3527666.0320757944,-3004790.33452722,300.47369395170523,51.1,4:10:42
280000,1120.000000001163,-3530876.4353523757,-3009172.7082515582,299.8002140189206,51.1,4:10:19
282500,1130.0000000009265,-3528980.2075396124,-3005530.6476492877,300.8034674302853,51.1,4:09:58
285000,1140.00000000069,-3529980.1002402175,-3006834.8028097716,300.6286211605518,51.1,4:09:34
287500,1150.0000000004536,-3525948.15693737,-3001903.4923734427,301.1454479438252,51.1,4:09:12
290000,1160.0000000002171,-3526026.621020125,-3002798.279374916,300.67634302272324,51.2,4:08:50
292500,1169.9999999999807,-3529698.5942935534,-3005234.4005707125,301.38653292193806,51.1,4:08:35
295000,1179.9999999997442,-3528943.353575792,-3003305.9199443804,302.06074235808643,51.1,4:08:19
297500,1189.9999999995077,-3525872.093367001,-3002367.2489191215,300.8352370369142,51.2,4:07:58
300000,1199.9999999992713,-3525398.37173634,-3002532.6900200555,300.4679382928743,51.2,4:07:38
302500,1209.9999999990348,-3523686.920912273,-2999836.8017315804,301.03365125827304,51.2,4:07:18
305000,1219.9999999987983,-3526479.2236749567,-3002877.974972605,300.8906363270127,51.2,4:06:56
307500,1229.9999999985619,-3525485.7713766955,-3002324.696095204,300.63768799844183,51.2,4:06:35
310000,1239.9999999983254,-3528858.745329354,-3006325.09246708,300.2771358961845,51.2,4:06:14
312500,1249.999999998089,-3527413.282419564,-3001386.133233089,302.2846947677497,51.2,4:05:53
315000,1259.9999999978525,-3526271.884132065,-3003565.9085823633,300.3761621746781,51.3,4:05:32
317500,1269.999999997616,-3525651.9451229107,-3002392.5504679303,300.6941878233098,51.3,4:05:12
320000,1279.9999999973795,-3527556.512572298,-3003938.8758944026,300.90005377664943,51.3,4:04:50
322500,1289.999999997143,-3524184.785035627,-3000307.5206520683,301.04925041389737,51.3,4:04:30
325000,1299.9999999969066,-3527041.641150711,-3002322.985027753,301.5327612849958,51.3,4:04:10
327500,1309.99999999667,-3529029.6435587704,-3005621.794102231,300.7794982762883,51.3,4:03:59
330000,1319.9999999964336,-3526148.9501427524,-3001239.664498893,301.64230769648486,51.2,4:03:54
332500,1329.9999999961972,-3529111.9376235437,-3002852.688884391,302.4180721847619,51.2,4:03:50
335000,1339.9999999959607,-3526327.0148086194,-3001356.7898283666,301.67732685610326,51.2,4:03:43
337500,1349.9999999957242,-3530355.320695827,-3006681.3195970175,300.93244393331355,51.1,4:03:38
340000,1359.9999999954878,-3527679.4119769316,-3005377.0081160814,300.1442472536139,51.1,4:03:28
342500,1369.9999999952513,-3526306.608515501,-3002932.2260669647,300.76026625696244,51.1,4:03:19
345000,1379.9999999950148,-3529879.483395431,-3005518.293126557,301.3273413617865,51,4:03:13
347500,1389.9999999947784,-3528249.742286099,-3004694.3884066693,300.86426258839526,51,4:03:03
350000,1399.999999994542,-3526948.3029829375,-3003591.22254028,300.75032355424463,51,4:02:46
352500,1409.9999999943054,-3521557.4958346486,-2997733.5107837613,301.0186331219213,51,4:02:28
355000,1419.999999994069,-3528648.2404970396,-3004917.8810201506,300.96483061742634,51,4:02:12
357500,1429.9999999938325,-3524732.1988017,-3002454.7976448485,300.12987929797055,51,4:01:57
360000,1439.999999993596,-3528431.8213760015,-3005802.0924088317,300.33234661313656,51,4:01:41
362500,1449.9999999933596,-3527946.6528364234,-3003287.361638723,301.4986468702943,51,4:01:25
365000,1459.999999993123,-3530159.499620069,-3007110.03757955,300.5735487719177,51,4:01:13
367500,1469.9999999928866,-3525405.3176102694,-3001644.570004263,300.98229334030873,51,4:00:57
370000,1479.9999999926501,-3532075.7015103363,-3008011.0017777225,301.15696127514354,51,4:00:42
372500,1489.9999999924137,-3526049.586982701,-3001486.2585932803,301.4435012599304,51,4:00:27
375000,1499.9999999921772,-3527027.756346112,-3000954.580771489,302.3111441111231,50.9,4:00:14
377500,1509.9999999919407,-3526029.836344499,-3003307.9589992063,300.3853002380538,50.9,4:00:00
380000,1519.9999999917043,-3527112.4331134427,-3002273.8672781703,301.60166812914355,50.9,3:59:46
382500,1529.9999999914678,-3527845.068794487,-3004516.205942131,300.73410814467013,50.9,3:59:35
385000,1539.9999999912313,-3529070.7375376653,-3006275.4060883317,300.42751108487744,50.9,3:59:20
387500,1549.9999999909949,-3524861.1682616603,-3002034.493643854,300.44552262692343,50.9,3:59:02
390000,1559.9999999907584,-3528936.9824818857,-3003222.2486185255,302.10516340566187,50.9,3:58:43
392500,1569.999999990522,-3532132.1692240164,-3008719.949336411,300.7820097710331,50.9,3:58:27
395000,1579.9999999902855,-3530735.4244931415,-3007230.500177441,300.83528293344244,50.9,3:58:11
397500,1589.999999990049,-3529373.473566305,-3006338.215342884,300.5653864621917,50.9,3:57:57
400000,1599.9999999898125,-3528938.954358751,-3005549.160664974,300.7691224226012,50.9,3:57:44
402500,1609.999999989576,-3526205.7098798044,-3001557.1696850006,301.4924687412108,50.9,3:57:27
405000,1619.9999999893396,-3531901.92809204,-3006949.057131299,301.66735426343564,50.9,3:57:15
407500,1629.9999999891031,-3529294.7779061235,-3005907.490025696,300.7676824417473,50.9,3:57:00
410000,1639.9999999888666,-3527779.0350526758,-3005005.104686775,300.4152128223579,50.8,3:56:47
412500,1649.9999999886302,-3526649.7760098986,-3003310.0476875687,300.7403520529543,50.8,3:56:36
415000,1659.9999999883937,-3530101.7758418657,-3007369.3744488386,300.3913479459753,50.8,3:56:26
417500,1669.9999999881572,-3524546.8914865684,-2999378.234767968,301.79135685921534,50.8,3:56:09
420000,1679.9999999879208,-3528592.219751764,-3005541.2190043004,300.57443299920493,50.8,3:55:54
422500,1689.9999999876843,-3523459.315177122,-2999966.144283223,300.8285287582499,50.8,3:55:43
425000,1699.9999999874478,-3526773.234181626,-3000427.6242380347,302.4677001751875,50.8,3:55:27
427500,1709.9999999872114,-3527490.9319177736,-3003472.5739616645,301.1303306919362,50.7,3:55:13
430000,1719.999999986975,-3525220.7969579324,-3003335.264099452,299.9046898012963,50.7,3:55:01
432500,1729.9999999867384,-3527345.3114425372,-3004006.6583005446,300.73973419404626,50.7,3:54:42
435000,1739.999999986502,-3525476.032261042,-3002180.5154845333,300.7149456197418,50.7,3:54:23
437500,1749.9999999862655,-3527937.529144181,-3001340.2977961446,302.6122959428345,50.7,3:54:09
440000,1759.999999986029,-3525532.068836853,-2999756.6369711626,302.14004388119565,50.7,3:53:56
442500,1769.9999999857926,-3528037.3200944588,-3003554.0341070807,301.39750440766267,50.7,3:53:45
445000,1779.999999985556,-3531948.475601997,-3008649.2213490037,300.717093383294,50.7,3:53:32
447500,1789.9999999853196,-3526886.951180218,-3002318.4443713157,301.44647707012354,50.7,3:53:18
450000,1799.9999999850832,-3526120.390365932,-3001461.6971611814,301.49830323001544,50.7,3:53:05
452500,1809.9999999848467,-3528488.6371054593,-3003335.466751648,301.78245752567193,50.6,3:52:53
455000,1819.9999999846102,-3527445.229963951,-3003299.538777155,301.20350350598477,50.6,3:52:41
457500,1829.9999999843737,-3525558.521581391,-2999585.4346563444,302.2536275610099,50.6,3:52:27
460000,1839.9999999841373,-3522328.401636211,-3000471.3354575727,299.88833125090525,50.6,3:52:09
462500,1849.9999999839008,-3526943.2071538437,-3004582.015865178,300.178029805904,50.6,3:51:55
465000,1859.9999999836643,-3527133.3248754498,-3001418.0095940903,302.10549752104475,50.6,3:51:40
467500,1869.9999999834279,-3526173.5221333206,-3003146.921915834,300.5604110865192,50.6,3:51:26
470000,1879.9999999831914,-3528772.4879966825,-3005414.3878537067,300.75090953122316,50.6,3:51:09
472500,1889.999999982955,-3528048.4806798045,-3003638.6531716855,301.3552910465931,50.6,3:50:53
475000,1899.9999999827185,-3530273.4137394316,-3006537.8853895157,300.96780094169117,50.6,3:50:39
477500,1909.999999982482,-3526531.984063266,-3000417.924755961,302.3346381963118,50.6,3:50:22
480000,1919.9999999822455,-3529625.0487786885,-3005613.1451827646,301.1266216546717,50.6,3:50:06
482500,1929.999999982009,-3530333.2064619083,-3008078.415174468,300.1168863992499,50.6,3:49:50
485000,1939.9999999817726,-3527329.691296922,-3003628.784015653,300.94790573441026,50.6,3:49:33
487500,1949.9999999815361,-3526840.603719555,-3003602.5930672996,300.68189937632235,50.6,3:49:16
490000,1959.9999999812997,-3527003.1257663034,-3002968.494910777,301.1396820123785,50.6,3:49:00
492500,1969.9999999810632,-3528101.3528374173,-3004912.9344932935,300.653400855382,50.6,3:48:42
495000,1979.9999999808267,-3528984.3608098384,-3006268.8633941337,300.3816339727837,50.6,3:48:25
497500,1989.9999999805902,-3528456.970748462,-3003283.7601769287,301.79397375844934,50.6,3:48:07
500000,1999.9999999803538,-3524297.3556652777,-3000467.156456594,301.02220412542493,50.6,3:47:51
502500,2009.9999999801173,-3527193.968858728,-3002258.272368346,301.6574848497783,50.6,3:47:35
505000,2019.9999999798808,-3528785.488633869,-3006185.946089882,300.31499980179444,50.6,3:47:17
507500,2029.9999999796444,-3531003.1001318507,-3006558.545231698,301.3752473532538,50.6,3:47:00
510000,2039.999999979408,-3528410.028015677,-3004038.3236578805,301.3333833468163,50.6,3:46:42
512500,2049.9999999791717,-3529903.2512589004,-3008814.774850257,299.44665647350274,50.6,3:46:27
515000,2059.999999978935,-3527290.4647935443,-3002913.6750852666,301.3363056743434,50.6,3:46:10
517500,2069.9999999786987,-3526392.6213704776,-3003694.971764457,300.3713776205955,50.6,3:45:52
520000,2079.9999999784623,-3524559.59988516,-3002227.0044119204,300.16159704696537,50.6,3:45:34
522500,2089.999999978226,-3526292.08128161,-3001905.3425063947,301.34202296605935,50.6,3:45:19
525000,2099.9999999779893,-3526486.0623780675,-3002189.694760867,301.2900906314671,50.6,3:45:02
527500,2109.999999977753,-3528039.40843717,-3007783.8244518447,298.9680297859897,50.6,3:44:45
530000,2119.9999999775164,-3527390.345654534,-3003279.218601858,301.18364101647586,50.5,3:44:28
532500,2129.99999997728,-3526464.8129988015,-3001993.897948445,301.39039537359986,50.5,3:44:12
535000,2139.9999999770434,-3527724.0479151513,-3004243.8376431754,300.8210808581783,50.5,3:43:55
537500,2149.999999976807,-3526313.4131785464,-3001548.129005586,301.55955637700646,50.5,3:43:38
540000,2159.9999999765705,-3524741.8371422123,-3001771.887385219,300.5278565554743,50.6,3:43:19
542500,2169.999999976334,-3524429.8303239644,-3002069.896292491,300.17730731542565,50.6,3:42:59
545000,2179.9999999760976,-3524948.383067688,-3000862.4979031845,301.1691356121948,50.6,3:42:39
547500,2189.999999975861,-3526253.4015252683,-2999162.6676495178,302.89589016641753,50.6,3:42:21
550000,2199.9999999756246,-3527215.7195698246,-3003136.2726410367,301.16543584095473,50.6,3:42:05
552500,2209.999999975388,-3528927.422264289,-3007621.624136503,299.5715417187588,50.6,3:41:51
