receptor,ligand,seed,mode_rank,score_kcal_per_mol,pose_path
receptor_frame00211,ZINC000560333501,1,2,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed1.pdbqt
receptor_frame00211,ZINC000560333501,1,3,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed1.pdbqt
receptor_frame00211,ZINC000560333501,1,4,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed1.pdbqt
receptor_frame00211,ZINC000560333501,1,5,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed1.pdbqt
receptor_frame00211,ZINC000560333501,1,6,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed1.pdbqt
receptor_frame00211,ZINC000560333501,1,7,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed1.pdbqt
receptor_frame00211,ZINC000560333501,1,8,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed1.pdbqt
receptor_frame00211,ZINC000560333501,1,9,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed1.pdbqt
receptor_frame00211,ZINC000560333501,2,1,-7.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed2.pdbqt
receptor_frame00211,ZINC000560333501,2,2,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed2.pdbqt
receptor_frame00211,ZINC000560333501,2,3,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed2.pdbqt
receptor_frame00211,ZINC000560333501,2,4,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed2.pdbqt
receptor_frame00211,ZINC000560333501,2,5,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed2.pdbqt
receptor_frame00211,ZINC000560333501,2,6,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed2.pdbqt
receptor_frame00211,ZINC000560333501,2,7,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed2.pdbqt
receptor_frame00211,ZINC000560333501,2,8,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed2.pdbqt
receptor_frame00211,ZINC000560333501,2,9,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed2.pdbqt
receptor_frame00211,ZINC000560333501,3,1,-7.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed3.pdbqt
receptor_frame00211,ZINC000560333501,3,2,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed3.pdbqt
receptor_frame00211,ZINC000560333501,3,3,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed3.pdbqt
receptor_frame00211,ZINC000560333501,3,4,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed3.pdbqt
receptor_frame00211,ZINC000560333501,3,5,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed3.pdbqt
receptor_frame00211,ZINC000560333501,3,6,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed3.pdbqt
receptor_frame00211,ZINC000560333501,3,7,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed3.pdbqt
receptor_frame00211,ZINC000560333501,3,8,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed3.pdbqt
receptor_frame00211,ZINC000560333501,3,9,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed3.pdbqt
receptor_frame00211,ZINC000560333501,4,1,-7.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed4.pdbqt
receptor_frame00211,ZINC000560333501,4,2,-7.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed4.pdbqt
receptor_frame00211,ZINC000560333501,4,3,-7.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed4.pdbqt
receptor_frame00211,ZINC000560333501,4,4,-7.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed4.pdbqt
receptor_frame00211,ZINC000560333501,4,5,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed4.pdbqt
receptor_frame00211,ZINC000560333501,4,6,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed4.pdbqt
receptor_frame00211,ZINC000560333501,4,7,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed4.pdbqt
receptor_frame00211,ZINC000560333501,4,8,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed4.pdbqt
receptor_frame00211,ZINC000560333501,4,9,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed4.pdbqt
receptor_frame00211,ZINC000560333501,5,1,-7.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed5.pdbqt
receptor_frame00211,ZINC000560333501,5,2,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed5.pdbqt
receptor_frame00211,ZINC000560333501,5,3,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed5.pdbqt
receptor_frame00211,ZINC000560333501,5,4,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed5.pdbqt
receptor_frame00211,ZINC000560333501,5,5,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed5.pdbqt
receptor_frame00211,ZINC000560333501,5,6,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed5.pdbqt
receptor_frame00211,ZINC000560333501,5,7,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed5.pdbqt
receptor_frame00211,ZINC000560333501,5,8,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed5.pdbqt
receptor_frame00211,ZINC000560333501,5,9,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000560333501__seed5.pdbqt
receptor_frame00211,ZINC000583127796,1,1,-8.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed1.pdbqt
receptor_frame00211,ZINC000583127796,1,2,-7.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed1.pdbqt
receptor_frame00211,ZINC000583127796,1,3,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed1.pdbqt
receptor_frame00211,ZINC000583127796,1,4,-7.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed1.pdbqt
receptor_frame00211,ZINC000583127796,1,5,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed1.pdbqt
receptor_frame00211,ZINC000583127796,1,6,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed1.pdbqt
receptor_frame00211,ZINC000583127796,1,7,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed1.pdbqt
receptor_frame00211,ZINC000583127796,1,8,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed1.pdbqt
receptor_frame00211,ZINC000583127796,1,9,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed1.pdbqt
receptor_frame00211,ZINC000583127796,2,1,-8.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed2.pdbqt
receptor_frame00211,ZINC000583127796,2,2,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed2.pdbqt
receptor_frame00211,ZINC000583127796,2,3,-7.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed2.pdbqt
receptor_frame00211,ZINC000583127796,2,4,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed2.pdbqt
receptor_frame00211,ZINC000583127796,2,5,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed2.pdbqt
receptor_frame00211,ZINC000583127796,2,6,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed2.pdbqt
receptor_frame00211,ZINC000583127796,2,7,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed2.pdbqt
receptor_frame00211,ZINC000583127796,2,8,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed2.pdbqt
receptor_frame00211,ZINC000583127796,2,9,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed2.pdbqt
receptor_frame00211,ZINC000583127796,3,1,-8.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed3.pdbqt
receptor_frame00211,ZINC000583127796,3,2,-7.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed3.pdbqt
receptor_frame00211,ZINC000583127796,3,3,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed3.pdbqt
receptor_frame00211,ZINC000583127796,3,4,-7.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed3.pdbqt
receptor_frame00211,ZINC000583127796,3,5,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed3.pdbqt
receptor_frame00211,ZINC000583127796,3,6,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed3.pdbqt
receptor_frame00211,ZINC000583127796,3,7,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed3.pdbqt
receptor_frame00211,ZINC000583127796,3,8,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed3.pdbqt
receptor_frame00211,ZINC000583127796,3,9,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed3.pdbqt
receptor_frame00211,ZINC000583127796,4,1,-8.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed4.pdbqt
receptor_frame00211,ZINC000583127796,4,2,-7.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed4.pdbqt
receptor_frame00211,ZINC000583127796,4,3,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed4.pdbqt
receptor_frame00211,ZINC000583127796,4,4,-7.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed4.pdbqt
receptor_frame00211,ZINC000583127796,4,5,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed4.pdbqt
receptor_frame00211,ZINC000583127796,4,6,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed4.pdbqt
receptor_frame00211,ZINC000583127796,4,7,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed4.pdbqt
receptor_frame00211,ZINC000583127796,4,8,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed4.pdbqt
receptor_frame00211,ZINC000583127796,4,9,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed4.pdbqt
receptor_frame00211,ZINC000583127796,5,1,-8.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed5.pdbqt
receptor_frame00211,ZINC000583127796,5,2,-7.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed5.pdbqt
receptor_frame00211,ZINC000583127796,5,3,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed5.pdbqt
receptor_frame00211,ZINC000583127796,5,4,-7.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed5.pdbqt
receptor_frame00211,ZINC000583127796,5,5,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed5.pdbqt
receptor_frame00211,ZINC000583127796,5,6,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed5.pdbqt
receptor_frame00211,ZINC000583127796,5,7,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed5.pdbqt
receptor_frame00211,ZINC000583127796,5,8,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed5.pdbqt
receptor_frame00211,ZINC000583127796,5,9,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000583127796__seed5.pdbqt
receptor_frame00211,ZINC000826139982,1,1,-7.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed1.pdbqt
receptor_frame00211,ZINC000826139982,1,2,-7.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed1.pdbqt
receptor_frame00211,ZINC000826139982,1,3,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed1.pdbqt
receptor_frame00211,ZINC000826139982,1,4,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed1.pdbqt
receptor_frame00211,ZINC000826139982,1,5,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed1.pdbqt
receptor_frame00211,ZINC000826139982,1,6,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed1.pdbqt
receptor_frame00211,ZINC000826139982,1,7,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed1.pdbqt
receptor_frame00211,ZINC000826139982,1,8,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed1.pdbqt
receptor_frame00211,ZINC000826139982,1,9,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed1.pdbqt
receptor_frame00211,ZINC000826139982,2,1,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed2.pdbqt
receptor_frame00211,ZINC000826139982,2,2,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed2.pdbqt
receptor_frame00211,ZINC000826139982,2,3,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed2.pdbqt
receptor_frame00211,ZINC000826139982,2,4,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed2.pdbqt
receptor_frame00211,ZINC000826139982,2,5,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed2.pdbqt
receptor_frame00211,ZINC000826139982,2,6,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed2.pdbqt
receptor_frame00211,ZINC000826139982,2,7,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed2.pdbqt
receptor_frame00211,ZINC000826139982,2,8,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed2.pdbqt
receptor_frame00211,ZINC000826139982,2,9,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed2.pdbqt
receptor_frame00211,ZINC000826139982,3,1,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed3.pdbqt
receptor_frame00211,ZINC000826139982,3,2,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed3.pdbqt
receptor_frame00211,ZINC000826139982,3,3,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed3.pdbqt
receptor_frame00211,ZINC000826139982,3,4,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed3.pdbqt
receptor_frame00211,ZINC000826139982,3,5,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed3.pdbqt
receptor_frame00211,ZINC000826139982,3,6,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed3.pdbqt
receptor_frame00211,ZINC000826139982,3,7,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed3.pdbqt
receptor_frame00211,ZINC000826139982,3,8,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed3.pdbqt
receptor_frame00211,ZINC000826139982,3,9,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed3.pdbqt
receptor_frame00211,ZINC000826139982,4,1,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed4.pdbqt
receptor_frame00211,ZINC000826139982,4,2,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed4.pdbqt
receptor_frame00211,ZINC000826139982,4,3,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed4.pdbqt
receptor_frame00211,ZINC000826139982,4,4,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed4.pdbqt
receptor_frame00211,ZINC000826139982,4,5,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed4.pdbqt
receptor_frame00211,ZINC000826139982,4,6,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed4.pdbqt
receptor_frame00211,ZINC000826139982,4,7,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed4.pdbqt
receptor_frame00211,ZINC000826139982,4,8,-6.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed4.pdbqt
receptor_frame00211,ZINC000826139982,4,9,-6.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed4.pdbqt
receptor_frame00211,ZINC000826139982,5,1,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed5.pdbqt
receptor_frame00211,ZINC000826139982,5,2,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed5.pdbqt
receptor_frame00211,ZINC000826139982,5,3,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed5.pdbqt
receptor_frame00211,ZINC000826139982,5,4,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed5.pdbqt
receptor_frame00211,ZINC000826139982,5,5,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed5.pdbqt
receptor_frame00211,ZINC000826139982,5,6,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed5.pdbqt
receptor_frame00211,ZINC000826139982,5,7,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed5.pdbqt
receptor_frame00211,ZINC000826139982,5,8,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed5.pdbqt
receptor_frame00211,ZINC000826139982,5,9,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000826139982__seed5.pdbqt
receptor_frame00211,ZINC000870248439,1,1,-8.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed1.pdbqt
receptor_frame00211,ZINC000870248439,1,2,-8.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed1.pdbqt
receptor_frame00211,ZINC000870248439,1,3,-7.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed1.pdbqt
receptor_frame00211,ZINC000870248439,1,4,-7.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed1.pdbqt
receptor_frame00211,ZINC000870248439,1,5,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed1.pdbqt
receptor_frame00211,ZINC000870248439,1,6,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed1.pdbqt
receptor_frame00211,ZINC000870248439,1,7,-7.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed1.pdbqt
receptor_frame00211,ZINC000870248439,1,8,-7.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed1.pdbqt
receptor_frame00211,ZINC000870248439,1,9,-7.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed1.pdbqt
receptor_frame00211,ZINC000870248439,2,1,-8.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed2.pdbqt
receptor_frame00211,ZINC000870248439,2,2,-7.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed2.pdbqt
receptor_frame00211,ZINC000870248439,2,3,-7.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed2.pdbqt
receptor_frame00211,ZINC000870248439,2,4,-7.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed2.pdbqt
receptor_frame00211,ZINC000870248439,2,5,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed2.pdbqt
receptor_frame00211,ZINC000870248439,2,6,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed2.pdbqt
receptor_frame00211,ZINC000870248439,2,7,-7.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed2.pdbqt
receptor_frame00211,ZINC000870248439,2,8,-7.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed2.pdbqt
receptor_frame00211,ZINC000870248439,2,9,-7.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed2.pdbqt
receptor_frame00211,ZINC000870248439,3,1,-8.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed3.pdbqt
receptor_frame00211,ZINC000870248439,3,2,-8.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed3.pdbqt
receptor_frame00211,ZINC000870248439,3,3,-7.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed3.pdbqt
receptor_frame00211,ZINC000870248439,3,4,-7.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed3.pdbqt
receptor_frame00211,ZINC000870248439,3,5,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed3.pdbqt
receptor_frame00211,ZINC000870248439,3,6,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed3.pdbqt
receptor_frame00211,ZINC000870248439,3,7,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed3.pdbqt
receptor_frame00211,ZINC000870248439,3,8,-7.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed3.pdbqt
receptor_frame00211,ZINC000870248439,3,9,-7.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed3.pdbqt
receptor_frame00211,ZINC000870248439,4,1,-8.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed4.pdbqt
receptor_frame00211,ZINC000870248439,4,2,-7.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed4.pdbqt
receptor_frame00211,ZINC000870248439,4,3,-7.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed4.pdbqt
receptor_frame00211,ZINC000870248439,4,4,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed4.pdbqt
receptor_frame00211,ZINC000870248439,4,5,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed4.pdbqt
receptor_frame00211,ZINC000870248439,4,6,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed4.pdbqt
receptor_frame00211,ZINC000870248439,4,7,-7.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed4.pdbqt
receptor_frame00211,ZINC000870248439,4,8,-7.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed4.pdbqt
receptor_frame00211,ZINC000870248439,4,9,-7.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed4.pdbqt
receptor_frame00211,ZINC000870248439,5,1,-8.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed5.pdbqt
receptor_frame00211,ZINC000870248439,5,2,-7.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000870248439__seed5.pdbqt
