lig_base,1,2,delta_score
lig_00082452,-6.2,-7.1,-0.8999999999999995
lig_00083036,-5.7,-6.6,-0.8999999999999995
lig_00081615,-6.1,-6.9,-0.8000000000000007
lig_00003760,-6.6,-7.4,-0.8000000000000007
lig_00097733,-5.8,-6.6,-0.7999999999999998
lig_00003305,-5.7,-6.5,-0.7999999999999998
lig_00019065,-7.7,-8.4,-0.7000000000000002
lig_00047902,-5.2,-5.9,-0.7000000000000002
lig_00081741,-6.2,-6.9,-0.7000000000000002
lig_00079375,-6.5,-7.2,-0.7000000000000002
lig_00003758,-6.7,-7.4,-0.7000000000000002
lig_00047897,-5.1,-5.8,-0.7000000000000002
lig_00081740,-6.2,-6.9,-0.7000000000000002
lig_00098643,-5.4,-6.1,-0.6999999999999993
lig_00096953,-6.1,-6.7,-0.6000000000000005
lig_00085385,-6.8,-7.3,-0.5
lig_00082090,-6.3,-6.8,-0.5
lig_00098711,-6.3,-6.8,-0.5
lig_00075022,-5.5,-6.0,-0.5
lig_00094776,-6.2,-6.7,-0.5
lig_00076826,-6.6,-7.1,-0.5
lig_00016539,-5.7,-6.2,-0.5
lig_00097108,-5.9,-6.4,-0.5
lig_00048451,-6.0,-6.5,-0.5
lig_00025073,-6.0,-6.5,-0.5
lig_00045541,-5.5,-6.0,-0.5
lig_00081820,-6.4,-6.9,-0.5
lig_00098865,-6.5,-6.9,-0.40000000000000036
lig_00046540,-5.5,-5.9,-0.40000000000000036
lig_00017138,-6.3,-6.7,-0.40000000000000036
lig_00095622,-5.5,-5.9,-0.40000000000000036
lig_00086680,-6.3,-6.7,-0.40000000000000036
lig_00090029,-6.3,-6.7,-0.40000000000000036
lig_00034152,-6.5,-6.9,-0.40000000000000036
lig_00095528,-6.2,-6.6,-0.39999999999999947
lig_00075081,-5.7,-6.1,-0.39999999999999947
lig_00099037,-5.9,-6.3,-0.39999999999999947
lig_00094340,-6.2,-6.6,-0.39999999999999947
lig_00095318,-5.7,-6.1,-0.39999999999999947
lig_00082975,-6.2,-6.6,-0.39999999999999947
lig_00082635,-6.4,-6.8,-0.39999999999999947
lig_00082960,-6.4,-6.8,-0.39999999999999947
lig_00075978,-5.7,-6.1,-0.39999999999999947
lig_00091572,-6.7,-7.1,-0.39999999999999947
lig_00047895,-5.2,-5.6,-0.39999999999999947
lig_00098246,-6.9,-7.3,-0.39999999999999947
lig_00098816,-6.1,-6.4,-0.3000000000000007
lig_00028550,-6.6,-6.9,-0.3000000000000007
lig_00071632,-6.1,-6.4,-0.3000000000000007
lig_00082948,-6.1,-6.4,-0.3000000000000007
lig_00082375,-7.1,-7.4,-0.3000000000000007
lig_00098867,-6.1,-6.4,-0.3000000000000007
lig_00098814,-5.8,-6.1,-0.2999999999999998
lig_00083650,-5.8,-6.1,-0.2999999999999998
lig_00015063,-5.3,-5.6,-0.2999999999999998
lig_00028061,-6.2,-6.5,-0.2999999999999998
lig_00095172,-5.4,-5.7,-0.2999999999999998
lig_00098097,-6.4,-6.7,-0.2999999999999998
lig_00098256,-6.2,-6.5,-0.2999999999999998
lig_00081612,-6.2,-6.5,-0.2999999999999998
lig_00094341,-6.2,-6.5,-0.2999999999999998
lig_00082963,-6.2,-6.5,-0.2999999999999998
lig_00025119,-6.4,-6.7,-0.2999999999999998
lig_00046419,-5.0,-5.3,-0.2999999999999998
lig_00094780,-6.4,-6.7,-0.2999999999999998
lig_00096843,-5.8,-6.1,-0.2999999999999998
lig_00089887,-6.7,-7.0,-0.2999999999999998
lig_00048267,-5.7,-6.0,-0.2999999999999998
lig_00055153,-7.4,-7.7,-0.2999999999999998
lig_00095453,-5.9,-6.2,-0.2999999999999998
lig_00094815,-6.3,-6.6,-0.2999999999999998
lig_00098646,-5.7,-6.0,-0.2999999999999998
lig_00039291,-6.4,-6.7,-0.2999999999999998
lig_00097024,-6.5,-6.8,-0.2999999999999998
lig_00096926,-5.8,-6.1,-0.2999999999999998
lig_00076824,-6.3,-6.6,-0.2999999999999998
lig_00098884,-6.5,-6.8,-0.2999999999999998
lig_00095338,-6.0,-6.3,-0.2999999999999998
lig_00099639,-6.5,-6.8,-0.2999999999999998
lig_00088103,-6.9,-7.2,-0.2999999999999998
lig_00082386,-7.2,-7.5,-0.2999999999999998
lig_00047896,-5.3,-5.6,-0.2999999999999998
lig_00039583,-7.3,-7.6,-0.2999999999999998
lig_00066356,-6.7,-7.0,-0.2999999999999998
lig_00095621,-5.8,-6.1,-0.2999999999999998
lig_00015148,-7.0,-7.3,-0.2999999999999998
lig_00095619,-5.8,-6.1,-0.2999999999999998
lig_00095288,-6.4,-6.7,-0.2999999999999998
lig_00094453,-6.3,-6.6,-0.2999999999999998
lig_00016756,-5.9,-6.2,-0.2999999999999998
lig_00083023,-5.8,-6.1,-0.2999999999999998
lig_00075686,-5.5,-5.8,-0.2999999999999998
lig_00098815,-6.2,-6.5,-0.2999999999999998
lig_00095720,-5.9,-6.2,-0.2999999999999998
lig_00015610,-6.8,-7.1,-0.2999999999999998
lig_00082632,-6.8,-7.1,-0.2999999999999998
lig_00087999,-6.4,-6.7,-0.2999999999999998
lig_00075464,-5.9,-6.2,-0.2999999999999998
lig_00091571,-6.8,-7.1,-0.2999999999999998
lig_00099900,-6.0,-6.3,-0.2999999999999998
lig_00079242,-6.9,-7.2,-0.2999999999999998
lig_00082947,-6.1,-6.3,-0.20000000000000018
lig_00082964,-6.0,-6.2,-0.20000000000000018
lig_00021124,-6.2,-6.4,-0.20000000000000018
lig_00086197,-6.3,-6.5,-0.20000000000000018
lig_00003413,-6.1,-6.3,-0.20000000000000018
lig_00082966,-6.2,-6.4,-0.20000000000000018
lig_00082977,-6.3,-6.5,-0.20000000000000018
lig_00048454,-6.3,-6.5,-0.20000000000000018
lig_00002308,-6.0,-6.2,-0.20000000000000018
lig_00036302,-7.2,-7.4,-0.20000000000000018
lig_00096630,-5.6,-5.8,-0.20000000000000018
lig_00048508,-5.7,-5.9,-0.20000000000000018
lig_00077170,-6.5,-6.7,-0.20000000000000018
lig_00033300,-6.6,-6.8,-0.20000000000000018
lig_00027421,-6.2,-6.4,-0.20000000000000018
lig_00086681,-6.5,-6.7,-0.20000000000000018
lig_00097813,-6.3,-6.5,-0.20000000000000018
lig_00045412,-5.5,-5.7,-0.20000000000000018
lig_00075547,-6.0,-6.2,-0.20000000000000018
lig_00095623,-6.1,-6.3,-0.20000000000000018
lig_00082799,-6.2,-6.4,-0.20000000000000018
lig_00074234,-6.6,-6.8,-0.20000000000000018
lig_00083844,-6.0,-6.2,-0.20000000000000018
lig_00097646,-6.0,-6.2,-0.20000000000000018
lig_00086667,-6.6,-6.8,-0.20000000000000018
lig_00077178,-6.7,-6.9,-0.20000000000000018
lig_00095588,-6.2,-6.4,-0.20000000000000018
lig_00012333,-6.7,-6.9,-0.20000000000000018
lig_00086199,-6.1,-6.3,-0.20000000000000018
lig_00025345,-6.5,-6.7,-0.20000000000000018
lig_00082626,-6.1,-6.3,-0.20000000000000018
lig_00096176,-7.0,-7.2,-0.20000000000000018
lig_00075427,-6.0,-6.2,-0.20000000000000018
lig_00072914,-7.3,-7.5,-0.20000000000000018
lig_00097647,-6.3,-6.5,-0.20000000000000018
lig_00011796,-6.5,-6.7,-0.20000000000000018
lig_00072616,-6.2,-6.4,-0.20000000000000018
lig_00033609,-6.3,-6.5,-0.20000000000000018
lig_00083287,-6.5,-6.7,-0.20000000000000018
lig_00097167,-6.6,-6.8,-0.20000000000000018
lig_00096844,-6.0,-6.2,-0.20000000000000018
lig_00094895,-5.7,-5.9,-0.20000000000000018
lig_00039954,-6.5,-6.7,-0.20000000000000018
lig_00096651,-6.7,-6.9,-0.20000000000000018
lig_00094918,-5.8,-6.0,-0.20000000000000018
lig_00095174,-5.7,-5.9,-0.20000000000000018
lig_00029920,-6.7,-6.9,-0.20000000000000018
lig_00095173,-5.8,-6.0,-0.20000000000000018
lig_00032888,-6.3,-6.5,-0.20000000000000018
lig_00076351,-6.1,-6.3,-0.20000000000000018
lig_00083764,-6.1,-6.3,-0.20000000000000018
lig_00012205,-6.6,-6.8,-0.20000000000000018
lig_00075664,-6.1,-6.3,-0.20000000000000018
lig_00095644,-5.7,-5.9,-0.20000000000000018
lig_00098253,-6.0,-6.2,-0.20000000000000018
lig_00045889,-5.7,-5.9,-0.20000000000000018
lig_00078321,-6.5,-6.7,-0.20000000000000018
lig_00097176,-6.5,-6.7,-0.20000000000000018
lig_00081607,-6.2,-6.4,-0.20000000000000018
lig_00098059,-6.3,-6.5,-0.20000000000000018
lig_00032883,-6.5,-6.7,-0.20000000000000018
lig_00097644,-6.1,-6.3,-0.20000000000000018
lig_00091585,-6.6,-6.8,-0.20000000000000018
lig_00046896,-6.1,-6.3,-0.20000000000000018
lig_00094239,-6.0,-6.2,-0.20000000000000018
lig_00097851,-6.0,-6.2,-0.20000000000000018
lig_00097144,-6.5,-6.7,-0.20000000000000018
lig_00074559,-6.1,-6.3,-0.20000000000000018
lig_00081555,-6.3,-6.5,-0.20000000000000018
lig_00075895,-6.1,-6.3,-0.20000000000000018
lig_00095317,-5.8,-6.0,-0.20000000000000018
lig_00098373,-6.1,-6.3,-0.20000000000000018
lig_00023657,-6.3,-6.5,-0.20000000000000018
lig_00046476,-5.1,-5.3,-0.20000000000000018
lig_00089849,-6.6,-6.8,-0.20000000000000018
lig_00097058,-7.0,-7.2,-0.20000000000000018
lig_00097047,-6.5,-6.7,-0.20000000000000018
lig_00051169,-6.5,-6.7,-0.20000000000000018
lig_00039293,-6.3,-6.5,-0.20000000000000018
lig_00098647,-5.7,-5.9,-0.20000000000000018
lig_00089874,-6.2,-6.4,-0.20000000000000018
lig_00068479,-6.8,-7.0,-0.20000000000000018
lig_00094859,-5.7,-5.9,-0.20000000000000018
lig_00096796,-6.5,-6.7,-0.20000000000000018
lig_00047355,-5.4,-5.6,-0.1999999999999993
lig_00096573,-6.4,-6.6,-0.1999999999999993
lig_00086677,-6.4,-6.6,-0.1999999999999993
lig_00095620,-5.9,-6.1,-0.1999999999999993
lig_00009511,-7.4,-7.6,-0.1999999999999993
lig_00096453,-6.4,-6.6,-0.1999999999999993
lig_00098088,-6.4,-6.6,-0.1999999999999993
lig_00010395,-6.4,-6.6,-0.1999999999999993
lig_00098286,-6.4,-6.6,-0.1999999999999993
lig_00082955,-5.9,-6.1,-0.1999999999999993
lig_00003296,-5.9,-6.1,-0.1999999999999993
lig_00052189,-6.9,-7.1,-0.1999999999999993
lig_00095161,-5.9,-6.1,-0.1999999999999993
lig_00036373,-6.9,-7.1,-0.1999999999999993
lig_00095719,-6.4,-6.6,-0.1999999999999993
lig_00012314,-6.9,-7.1,-0.1999999999999993
lig_00094777,-6.4,-6.6,-0.1999999999999993
lig_00098644,-5.9,-6.1,-0.1999999999999993
lig_00096925,-5.9,-6.1,-0.1999999999999993
lig_00095887,-5.9,-6.1,-0.1999999999999993
lig_00075932,-5.9,-6.1,-0.1999999999999993
lig_00097140,-6.4,-6.6,-0.1999999999999993
lig_00006343,-8.0,-8.2,-0.1999999999999993
lig_00067534,-6.4,-6.6,-0.1999999999999993
lig_00047903,-5.4,-5.6,-0.1999999999999993
lig_00079128,-6.4,-6.6,-0.1999999999999993
lig_00094470,-6.1,-6.2,-0.10000000000000053
lig_00082518,-6.1,-6.2,-0.10000000000000053
lig_00097109,-6.1,-6.2,-0.10000000000000053
lig_00089844,-6.3,-6.4,-0.10000000000000053
lig_00073523,-6.6,-6.7,-0.10000000000000053
lig_00045685,-5.6,-5.7,-0.10000000000000053
lig_00055269,-6.6,-6.7,-0.10000000000000053
lig_00071665,-6.6,-6.7,-0.10000000000000053
lig_00046211,-5.8,-5.9,-0.10000000000000053
lig_00095251,-6.1,-6.2,-0.10000000000000053
lig_00012291,-6.6,-6.7,-0.10000000000000053
lig_00083339,-6.3,-6.4,-0.10000000000000053
lig_00073467,-6.6,-6.7,-0.10000000000000053
lig_00094791,-6.1,-6.2,-0.10000000000000053
lig_00094374,-6.1,-6.2,-0.10000000000000053
lig_00083186,-6.8,-6.9,-0.10000000000000053
lig_00096753,-6.3,-6.4,-0.10000000000000053
lig_00089766,-6.8,-6.9,-0.10000000000000053
lig_00098713,-6.1,-6.2,-0.10000000000000053
lig_00038822,-6.3,-6.4,-0.10000000000000053
lig_00014465,-5.6,-5.7,-0.10000000000000053
lig_00083030,-6.1,-6.2,-0.10000000000000053
lig_00083048,-6.1,-6.2,-0.10000000000000053
lig_00090118,-6.8,-6.9,-0.10000000000000053
lig_00046475,-5.3,-5.4,-0.10000000000000053
lig_00097382,-6.3,-6.4,-0.10000000000000053
lig_00098864,-6.3,-6.4,-0.10000000000000053
lig_00097236,-6.6,-6.7,-0.10000000000000053
lig_00039325,-6.6,-6.7,-0.10000000000000053
lig_00098835,-5.6,-5.7,-0.10000000000000053
lig_00052310,-5.8,-5.9,-0.10000000000000053
lig_00094871,-5.8,-5.9,-0.10000000000000053
lig_00048269,-6.3,-6.4,-0.10000000000000053
lig_00073179,-6.3,-6.4,-0.10000000000000053
lig_00085903,-6.1,-6.2,-0.10000000000000053
lig_00069374,-7.1,-7.2,-0.10000000000000053
lig_00011398,-7.3,-7.4,-0.10000000000000053
lig_00066743,-6.3,-6.4,-0.10000000000000053
lig_00015028,-6.3,-6.4,-0.10000000000000053
lig_00070175,-6.1,-6.2,-0.10000000000000053
lig_00072585,-6.8,-6.9,-0.10000000000000053
lig_00017052,-6.3,-6.4,-0.10000000000000053
lig_00098114,-6.3,-6.4,-0.10000000000000053
lig_00096647,-5.8,-5.9,-0.10000000000000053
lig_00076014,-5.8,-5.9,-0.10000000000000053
lig_00000881,-6.8,-6.9,-0.10000000000000053
lig_00095324,-6.1,-6.2,-0.10000000000000053
lig_00003411,-6.3,-6.4,-0.10000000000000053
lig_00051649,-5.8,-5.9,-0.10000000000000053
lig_00094691,-6.3,-6.4,-0.10000000000000053
lig_00085059,-6.3,-6.4,-0.10000000000000053
lig_00003283,-6.3,-6.4,-0.10000000000000053
lig_00047860,-5.1,-5.2,-0.10000000000000053
lig_00082976,-6.1,-6.2,-0.10000000000000053
lig_00094233,-6.1,-6.2,-0.10000000000000053
lig_00074286,-6.6,-6.7,-0.10000000000000053
lig_00079154,-6.1,-6.2,-0.10000000000000053
lig_00071225,-7.1,-7.2,-0.10000000000000053
lig_00095624,-6.3,-6.4,-0.10000000000000053
lig_00052948,-6.1,-6.2,-0.10000000000000053
lig_00080288,-7.1,-7.2,-0.10000000000000053
lig_00045949,-5.3,-5.4,-0.10000000000000053
lig_00083743,-6.3,-6.4,-0.10000000000000053
lig_00083760,-6.1,-6.2,-0.10000000000000053
lig_00075211,-6.1,-6.2,-0.10000000000000053
lig_00047990,-6.3,-6.4,-0.10000000000000053
lig_00085311,-6.1,-6.2,-0.10000000000000053
lig_00082798,-6.3,-6.4,-0.10000000000000053
lig_00043700,-6.8,-6.9,-0.10000000000000053
lig_00075493,-6.1,-6.2,-0.10000000000000053
lig_00082637,-7.3,-7.4,-0.10000000000000053
