#"Step","Time (ps)","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)","Time Remaining"
887500,3549.9999999437014,-3528211.3917311598,-3004334.6811160315,301.048932187507,53.9,1:18:58:39
900000,3599.999999942519,-3526347.847231604,-3001886.8942288067,301.3846706224908,53.9,1:18:56:42
912500,3649.9999999413367,-3530638.1138191875,-3008036.5648777243,300.3161527902846,53.9,1:18:54:57
925000,3699.9999999401543,-3527631.410617156,-3003242.2040611403,301.343441091278,53.9,1:18:53:16
937500,3749.999999938972,-3529263.7941197827,-3006654.7647197237,300.32045148123035,53.9,1:18:51:33
950000,3799.9999999377897,-3524134.764244793,-3001431.6270583454,300.3745310920028,53.9,1:18:49:47
962500,3849.9999999366073,-3527411.2762096245,-3002645.9926432995,301.5595560283994,53.9,1:18:48:07
975000,3899.999999935425,-3527399.290070694,-3004173.09548417,300.67510920241506,53.9,1:18:46:27
987500,3949.9999999342426,-3528594.9189693313,-3005622.4809589996,300.5292864453613,53.9,1:18:44:38
1000000,3999.9999999330603,-3526872.130709894,-3003427.126812312,300.80084930139645,53.9,1:18:42:59
1012500,4049.999999931878,-3527242.145441899,-3002273.0250618802,301.6766920908731,53.9,1:18:41:20
1025000,4099.999999930696,-3526388.4423885755,-3002891.3780377014,300.83076615693733,54,1:18:39:34
1037500,4149.999999929513,-3531266.853480475,-3009505.4695535274,299.8333468640884,54,1:18:37:53
1050000,4199.999999928331,-3525782.0165857878,-3001808.6607743106,301.10446993631746,54,1:18:36:16
1062500,4249.999999927149,-3527318.0828532744,-3005086.1258412558,300.10376454425295,54,1:18:34:43
1075000,4299.999999925966,-3524077.6937586293,-2998873.2561543398,301.8119185624007,54,1:18:33:05
1087500,4349.999999924784,-3529889.196512036,-3006854.156806856,300.565260889358,54,1:18:31:31
1100000,4399.9999999236015,-3528069.702666374,-3004823.0038123094,300.6868921042379,54,1:18:29:54
1112500,4449.999999922419,-3530343.323127847,-3006332.3487209002,301.12608769058494,54,1:18:28:16
1125000,4499.999999921237,-3527664.3800010514,-3002875.914723417,301.5728775395387,54,1:18:26:31
1137500,4549.9999999200545,-3524937.168109175,-3002109.588922836,300.44604244272216,54,1:18:24:47
1150000,4599.999999918872,-3525716.969391158,-3002420.109363999,300.71571752688266,54,1:18:23:08
1162500,4649.99999991769,-3524060.352839388,-3000051.622065887,301.12479837300447,54,1:18:21:27
1175000,4699.9999999165075,-3523858.551641749,-3000992.1851936374,300.4683317781758,54,1:18:19:46
1187500,4749.999999915325,-3525176.083714718,-3001727.5092197075,300.80290116688565,54,1:18:18:09
1200000,4799.999999914143,-3528746.466603387,-3006032.998652622,300.3804677284355,54,1:18:16:37
1212500,4849.99999991296,-3525963.430905951,-3002159.009798304,301.0073905831664,54.1,1:18:14:57
1225000,4899.999999911778,-3527392.2261714227,-3001783.4804894626,302.04425665377073,54.1,1:18:13:22
1237500,4949.999999910596,-3526201.3769366797,-3002033.533263514,301.21623356676406,54.1,1:18:11:44
1250000,4999.999999909413,-3530571.377744591,-3007803.843836848,300.41153705884466,54.1,1:18:10:11
1262500,5049.999999908231,-3529161.746779874,-3006871.080574974,300.13750213836323,54.1,1:18:08:35
1275000,5099.999999907049,-3524876.7795762047,-3000642.458942753,301.25443495557136,54.1,1:18:07:01
1287500,5149.999999905866,-3529930.6878950074,-3005584.3206013096,301.3188232491121,54.1,1:18:05:22
1300000,5199.999999904684,-3525262.845131347,-3002217.83204321,300.5709921544222,54.1,1:18:03:50
1312500,5249.999999903502,-3527649.2333820537,-3004728.1295584366,300.49978694331804,54.1,1:18:02:14
1325000,5299.999999902319,-3528834.6679791454,-3005425.136162798,300.7804650545655,54.1,1:18:00:43
1337500,5349.999999901137,-3525992.4471726865,-3002783.2275698343,300.66535442499384,54.1,1:17:59:05
1350000,5399.999999899955,-3531391.896827502,-3006102.430688635,301.86078072600026,54.1,1:17:57:30
1362500,5449.999999898772,-3524661.724922266,-3001489.4026366356,300.64415115765013,54.1,1:17:55:57
1375000,5499.99999989759,-3524855.308085328,-3000536.337390759,301.30307962709884,54.1,1:17:54:23
1387500,5549.999999896408,-3529212.347225163,-3008784.427532697,299.0670635463405,54.1,1:17:52:48
1400000,5599.999999895225,-3528193.159859959,-3003604.491299955,301.458063142795,54.1,1:17:51:14
1412500,5649.999999894043,-3527469.2955797687,-3005626.8144149776,299.87994988415284,54.1,1:17:49:41
1425000,5699.999999892861,-3526969.9635120872,-3005471.7577824024,299.682109915288,54.1,1:17:48:02
1437500,5749.999999891678,-3525704.6043649055,-3003008.660704953,300.3703972883306,54.1,1:17:46:25
1450000,5799.999999890496,-3528108.292792434,-3004296.510202889,301.01162090343024,54.2,1:17:44:48
1462500,5849.999999889314,-3525437.9414474797,-3002937.79053511,300.257883797283,54.2,1:17:43:13
1475000,5899.999999888131,-3530023.5925364923,-3007315.614196041,300.3773130905413,54.2,1:17:41:36
1487500,5949.999999886949,-3527376.4423518833,-3004135.499505025,300.68358437975235,54.2,1:17:40:01
1500000,5999.999999885767,-3528137.603322739,-3005877.7189255473,300.11981318568843,54.2,1:17:38:29
1512500,6049.999999884584,-3530532.5485554077,-3006934.03160099,300.889066511478,54.2,1:17:36:50
1525000,6099.999999883402,-3526764.0035993587,-3002068.464988346,301.5194766664104,54.2,1:17:35:12
1537500,6149.9999998822195,-3528993.0580031183,-3004825.881347374,301.2158502611534,54.2,1:17:33:41
1550000,6199.999999881037,-3527150.849893566,-3002547.5169129977,301.46649014109965,54.2,1:17:32:07
1562500,6249.999999879855,-3530312.6519840136,-3006367.7945147734,301.0880931909388,54.2,1:17:30:33
1575000,6299.9999998786725,-3526693.304837985,-3002755.880480535,301.0838217081226,54.2,1:17:29:01
1587500,6349.99999987749,-3526422.7821136285,-3001707.9320369554,301.5305741173915,54.2,1:17:27:33
1600000,6399.999999876308,-3527823.3957766574,-3004118.38173585,300.9502657087108,54.2,1:17:26:03
1612500,6449.9999998751255,-3522662.8809404857,-2996846.4917635852,302.1635802487328,54.2,1:17:24:31
1625000,6499.999999873943,-3526865.634064093,-3003777.9544783738,300.5955107162845,54.2,1:17:22:56
1637500,6549.999999872761,-3529625.0337554626,-3004853.253954132,301.5632891292838,54.2,1:17:21:29
1650000,6599.999999871578,-3526778.8681437857,-3003509.405093305,300.69997368790905,54.2,1:17:19:55
1662500,6649.999999870396,-3530316.2045975626,-3005847.2677466134,301.389258589301,54.2,1:17:18:24
1675000,6699.999999869214,-3527466.5158510823,-3002994.3154889587,301.3911339858097,54.2,1:17:16:50
1687500,6749.999999868031,-3527929.4754956793,-3005028.9826293006,300.48794273161286,54.2,1:17:15:18
1700000,6799.999999866849,-3526682.112828493,-3002500.3642585212,301.22422410012985,54.3,1:17:13:47
1712500,6849.999999865667,-3526465.1369288918,-3004322.6302806376,300.05236134966646,54.3,1:17:12:14
1725000,6899.999999864484,-3525575.531549163,-3001378.5848185476,301.23295781541094,54.3,1:17:10:41
1737500,6949.999999863302,-3527310.2597314194,-3004556.998403548,300.4033352341734,54.3,1:17:09:12
1750000,6999.99999986212,-3526505.2210387383,-3002321.5980836092,301.2253012269396,54.3,1:17:07:43
1762500,7049.999999860937,-3526274.790932711,-3001614.114187073,301.4994430838284,54.3,1:17:06:09
1775000,7099.999999859755,-3526691.6340335477,-3003784.100964801,300.4919884266443,54.3,1:17:04:37
1787500,7149.999999858573,-3526509.5392165296,-3003086.695990739,300.78811453681493,54.3,1:17:03:05
1800000,7199.99999985739,-3526777.6529134624,-3002368.485190359,301.35491189712855,54.3,1:17:01:36
1812500,7249.999999856208,-3525293.6433134824,-3001850.4752514716,300.7997943273401,54.3,1:17:00:06
1825000,7299.999999855026,-3529743.0099704154,-3007031.354240116,300.37942632494287,54.3,1:16:58:37
1837500,7349.999999853843,-3526466.7897620536,-3001507.8120820792,301.6708635267166,54.3,1:16:57:07
1850000,7399.999999852661,-3529288.083911676,-3003447.8830603594,302.1772637719954,54.3,1:16:55:35
1862500,7449.999999851479,-3529560.2338055894,-3006594.7362637594,300.52529806300134,54.3,1:16:54:07
1875000,7499.999999850296,-3524471.8495400604,-2999277.132289514,301.80633270211047,54.3,1:16:52:38
1887500,7549.999999849114,-3531672.565275207,-3007017.2811066895,301.4963442066479,54.3,1:16:51:06
1900000,7599.999999847932,-3527061.715987129,-3004838.4476690567,300.0987715335281,54.3,1:16:49:37
1912500,7649.999999846749,-3526085.086355265,-3001790.995110398,301.2887825002856,54.3,1:16:48:05
1925000,7699.999999845567,-3528689.2672585566,-3004949.5713821445,300.97019583609324,54.3,1:16:46:34
1937500,7749.999999844385,-3526466.8573750574,-3004455.7594362,299.97684653703516,54.3,1:16:45:03
1950000,7799.999999843202,-3525530.3251580857,-3004289.168188903,299.5343952845336,54.3,1:16:43:33
1962500,7849.99999984202,-3527419.27887341,-3005682.338499185,299.81930022812054,54.3,1:16:42:01
1975000,7899.9999998408375,-3526264.436255129,-3002290.9082246954,301.10456890298656,54.3,1:16:40:30
1987500,7949.999999839655,-3528287.489013251,-3005297.177165655,300.5395577544565,54.3,1:16:39:00
2000000,7999.999999838473,-3526198.0670917016,-3003215.547317032,300.5350799924441,54.4,1:16:37:31
2012500,8049.9999998372905,-3526898.8244004957,-3001854.4814546993,301.7199191949701,54.4,1:16:36:03
2025000,8099.999999836108,-3528942.0592279807,-3005718.5042315233,300.67359234595864,54.4,1:16:34:32
2037500,8149.999999834926,-3527660.703670414,-3003485.023706646,301.22073673873257,54.4,1:16:32:59
2050000,8199.999999835562,-3527931.4727935996,-3004452.2620260627,300.8205064868843,54.4,1:16:31:30
2062500,8249.999999845748,-3527835.618957406,-3003716.4150316822,301.18828244060677,54.4,1:16:30:02
2075000,8299.999999855934,-3526838.687336255,-3004509.674628871,300.15953818881553,54.4,1:16:28:33
2087500,8349.99999986612,-3525591.708865043,-3001525.626646947,301.1577557288187,54.4,1:16:27:03
2100000,8399.999999876307,-3530543.743536493,-3007440.152480071,300.6046543395214,54.4,1:16:25:34
2112500,8449.999999886493,-3525781.8145827074,-3001730.537194456,301.14924804346924,54.4,1:16:24:08
2125000,8499.99999989668,-3527185.8105630744,-3004583.5605884125,300.3165556432684,54.4,1:16:22:39
2137500,8549.999999906866,-3530183.560048716,-3006617.3004734833,300.87052961269643,54.4,1:16:21:10
2150000,8599.999999917052,-3525632.5046266485,-3000994.1115018656,301.48663766582104,54.4,1:16:19:41
2162500,8649.999999927239,-3528003.7456345074,-3004714.006965646,300.71162519510364,54.4,1:16:18:16
2175000,8699.999999937425,-3528086.741968816,-3004568.2888596114,300.8430573367624,54.4,1:16:16:46
2187500,8749.999999947611,-3526543.5598797407,-3001390.9602947077,301.7821295299286,54.4,1:16:15:17
2200000,8799.999999957798,-3528212.233016493,-3002336.8108091103,302.19750393808613,54.4,1:16:13:53
2212500,8849.999999967984,-3525794.936032245,-3002591.2385829263,300.6621810859409,54.4,1:16:12:29
2225000,8899.99999997817,-3526395.5207852107,-3003167.229533254,300.67631406393474,54.4,1:16:11:03
2237500,8949.999999988357,-3526456.222189678,-3001910.59309351,301.4333302536113,54.4,1:16:09:37
2250000,8999.999999998543,-3528968.2787628975,-3003933.635779404,301.71434505274465,54.4,1:16:08:11
2262500,9050.00000000873,-3525466.7630920876,-3002013.9833287587,300.8053177498546,54.4,1:16:06:46
2275000,9100.000000018916,-3530291.853865059,-3005760.372515331,301.4252001652289,54.4,1:16:05:19
2287500,9150.000000029102,-3525626.5464753974,-3003780.4511315785,299.8820267940728,54.4,1:16:03:51
2300000,9200.000000039288,-3528500.6657529827,-3005780.8603353254,300.3841095922594,54.4,1:16:02:21
2312500,9250.000000049475,-3523624.364876397,-3000373.087663885,300.6895230857144,54.4,1:16:00:55
2325000,9300.000000059661,-3525765.6788596474,-3001064.1048856513,301.52294492438955,54.4,1:15:59:27
2337500,9350.000000069847,-3527381.2277452014,-3003457.753917004,301.0758049517944,54.4,1:15:58:02
2350000,9400.000000080034,-3529969.6946605835,-3007657.158255632,300.15006998159595,54.4,1:15:56:36
2362500,9450.00000009022,-3527109.629071273,-3002956.733998581,301.2076432627497,54.4,1:15:55:07
2375000,9500.000000100406,-3525404.6335727014,-3000948.533402019,301.3818819130545,54.4,1:15:53:38
2387500,9550.000000110593,-3529058.2042710334,-3005245.7393530845,301.0120130075898,54.4,1:15:52:10
2400000,9600.000000120779,-3530023.679944506,-3008216.56668608,299.85962550204323,54.4,1:15:50:45
2412500,9650.000000130965,-3527393.546433201,-3002626.6692853444,301.5604717897011,54.5,1:15:49:20
2425000,9700.000000141152,-3526893.8565853927,-3001886.0271107676,301.6989365070896,54.5,1:15:47:54
2437500,9750.000000151338,-3527137.0694656484,-3002058.492976589,301.7395917084362,54.5,1:15:46:30
2450000,9800.000000161524,-3526448.8756265473,-3001536.365228829,301.64416082086734,54.5,1:15:45:04
2462500,9850.00000017171,-3528811.587230254,-3005219.3568463116,300.88545389558885,54.5,1:15:43:39
2475000,9900.000000181897,-3527772.6519222893,-3002700.9225371284,301.73565697861267,54.5,1:15:42:18
2487500,9950.000000192083,-3527633.6140656024,-3004742.2220599726,300.4827128667325,54.5,1:15:40:50
2500000,10000.00000020227,-3529850.131862838,-3005712.3147114036,301.1989786437614,54.5,1:15:39:26
2512500,10050.000000212456,-3527434.8635409866,-3005040.830976889,300.1969022442086,54.5,1:15:38:01
2525000,10100.000000222642,-3529534.792397501,-3006096.6611545635,300.7968998886812,54.5,1:15:36:35
2537500,10150.000000232829,-3525599.9214035515,-3003416.5998792425,300.07581586597667,54.5,1:15:35:10
2550000,10200.000000243015,-3531924.720414629,-3007444.7606016174,301.3955930013702,54.5,1:15:33:45
2562500,10250.000000253202,-3528725.4336556066,-3006067.659645282,300.3484628674456,54.5,1:15:32:20
2575000,10300.000000263388,-3529887.07146745,-3006438.8426062353,300.80270254632654,54.5,1:15:30:54
2587500,10350.000000273574,-3525072.1250150874,-3003925.7262295517,299.4799419190282,54.5,1:15:29:28
2600000,10400.00000028376,-3525153.2293823734,-3000243.2840114064,301.6426868126725,54.5,1:15:28:05
2612500,10450.000000293947,-3525229.2324499525,-3000585.225354628,301.48986376807477,54.5,1:15:26:36
2625000,10500.000000304133,-3527096.9035474192,-3001526.670730816,302.0221250018834,54.5,1:15:25:08
2637500,10550.00000031432,-3526289.995079953,-3002849.094575779,300.79849126146297,54.5,1:15:23:45
2650000,10600.000000324506,-3532114.514339011,-3007036.2433078657,301.73941617519176,54.5,1:15:22:19
2662500,10650.000000334692,-3528715.114750067,-3005695.445987646,300.556427883785,54.5,1:15:20:52
2675000,10700.000000344879,-3527968.4471559282,-3004001.2099191323,301.1009538602313,54.5,1:15:19:25
2687500,10750.000000355065,-3530908.8151114807,-3007592.7068086425,300.72677866535736,54.5,1:15:17:57
2700000,10800.000000365251,-3527210.3457537144,-3001995.4170745523,301.81794732226706,54.5,1:15:16:34
2712500,10850.000000375438,-3526621.9321252927,-3003530.9414303387,300.59741346530757,54.5,1:15:15:09
2725000,10900.000000385624,-3527489.7056450862,-3004823.2900649267,300.3534287980141,54.5,1:15:13:47
2737500,10950.00000039581,-3526741.5632461235,-3004184.131545556,300.2908005499703,54.5,1:15:12:22
2750000,11000.000000405997,-3527381.062700577,-3003940.7758736815,300.7981386080891,54.5,1:15:10:58
2762500,11050.000000416183,-3526352.2717301734,-3001918.8071081922,301.368874257574,54.5,1:15:09:33
2775000,11100.00000042637,-3527385.889240006,-3005292.747448861,300.0239935348367,54.5,1:15:08:08
2787500,11150.000000436556,-3526723.2633647416,-3002150.206736151,301.4490916516291,54.5,1:15:06:44
2800000,11200.000000446742,-3527476.4123767205,-3002804.8289453164,301.5057106770179,54.5,1:15:05:22
2812500,11250.000000456928,-3528703.741020931,-3004969.942157533,300.96680708176405,54.5,1:15:03:57
2825000,11300.000000467115,-3525997.1406989302,-3002686.7813295186,300.72347500586227,54.5,1:15:02:35
2837500,11350.000000477301,-3525740.6160301547,-3001460.2821903387,301.2808767239524,54.5,1:15:01:11
2850000,11400.000000487487,-3528872.401326107,-3005057.724161395,301.0132842886229,54.5,1:14:59:49
2862500,11450.000000497674,-3527631.704787381,-3005204.4616212603,300.21598691828126,54.5,1:14:58:24
2875000,11500.00000050786,-3527514.2585242745,-3003724.3801896,300.99903349038925,54.5,1:14:57:01
2887500,11550.000000518046,-3528225.750448318,-3004335.793340514,301.05654436494194,54.5,1:14:55:38
2900000,11600.000000528233,-3526211.177584246,-3000705.7168027526,301.98490335867916,54.5,1:14:54:13
2912500,11650.000000538419,-3528758.5016769227,-3004637.111562914,301.1895387469768,54.5,1:14:52:49
2925000,11700.000000548605,-3524278.5375353713,-3001077.4380045575,300.66068817630037,54.5,1:14:51:24
2937500,11750.000000558792,-3530267.3957114667,-3005204.121379819,301.73079823078103,54.5,1:14:50:00
2950000,11800.000000568978,-3525801.586114561,-3002715.0786279202,300.5948371624331,54.5,1:14:48:37
2962500,11850.000000579164,-3526478.767588645,-3003275.4693308133,300.6619516881296,54.5,1:14:47:14
2975000,11900.00000058935,-3523646.711863734,-3001169.8056341154,300.2445260992226,54.5,1:14:45:51
2987500,11950.000000599537,-3526174.6232402734,-3002153.828108904,301.13173122949564,54.5,1:14:44:27
3000000,12000.000000609723,-3528843.9326061215,-3002875.958481948,302.2506894589487,54.5,1:14:43:06
3012500,12050.00000061991,-3525799.0783424694,-3001534.367452197,301.2718989011513,54.5,1:14:41:42
3025000,12100.000000630096,-3525868.293926941,-3000765.639190698,301.7534284193584,54.6,1:14:40:19
3037500,12150.000000640282,-3530127.0585240815,-3005616.3920318554,301.41323878099945,54.6,1:14:38:56
3050000,12200.000000650469,-3526320.383245066,-3001529.9928020057,301.5739838475381,54.6,1:14:37:33
3062500,12250.000000660655,-3530920.6304987352,-3006245.0669343574,301.5079978845945,54.6,1:14:36:10
3075000,12300.000000670841,-3528789.459634114,-3006874.5882598916,299.9215493574803,54.6,1:14:34:49
3087500,12350.000000681028,-3527975.5522886235,-3004185.173944104,300.999320824082,54.6,1:14:33:27
3100000,12400.000000691214,-3528631.3457432855,-3004191.3492655614,301.3726278281312,54.6,1:14:32:06
3112500,12450.0000007014,-3529377.683916187,-3005967.6685299766,300.780742940923,54.6,1:14:30:44
3125000,12500.000000711587,-3527081.8069474846,-3004635.4377119895,300.226977830161,54.6,1:14:29:20
3137500,12550.000000721773,-3529880.869393211,-3005730.574875046,301.2061488383027,54.6,1:14:27:58
3150000,12600.00000073196,-3525058.8791787233,-3001180.201877439,301.0500623556462,54.6,1:14:26:34
3162500,12650.000000742146,-3528555.785109721,-3006655.3213365534,299.91326994206634,54.6,1:14:25:12
3175000,12700.000000752332,-3528645.3264185507,-3008859.850093812,298.69787956483054,54.6,1:14:23:48
3187500,12750.000000762519,-3529783.935322741,-3004543.401273989,301.8326616033508,54.6,1:14:22:25
3200000,12800.000000772705,-3524706.2913441565,-3001897.2008231515,300.4354178189442,54.6,1:14:21:02
3212500,12850.000000782891,-3528442.331717681,-3004590.7246424477,301.03450628590383,54.6,1:14:19:37
3225000,12900.000000793078,-3527862.2723457776,-3005334.7322383234,300.273623164517,54.6,1:14:18:14
3237500,12950.000000803264,-3529921.7532429267,-3007671.630667043,300.11420349581033,54.6,1:14:16:50
3250000,13000.00000081345,-3527784.3055440206,-3004365.5017839796,300.78579323329865,54.6,1:14:15:28
3262500,13050.000000823637,-3525212.2554290146,-3002501.067132382,300.3791577113484,54.6,1:14:14:05
3275000,13100.000000833823,-3528786.842652738,-3004800.2409548196,301.1120817653761,54.6,1:14:12:41
3287500,13150.00000084401,-3529942.295102194,-3005665.326009275,301.2789431517209,54.6,1:14:11:19
3300000,13200.000000854196,-3528006.504213229,-3005673.77149448,300.1616759159304,54.6,1:14:09:58
3312500,13250.000000864382,-3527708.4130555578,-3002806.8263835283,301.63788343558275,54.6,1:14:08:34
3325000,13300.000000874568,-3530293.531611366,-3005537.2576406063,301.55437860961115,54.6,1:14:07:11
3337500,13350.000000884755,-3526849.573923435,-3002156.873958726,301.5178454210791,54.6,1:14:05:48
3350000,13400.000000894941,-3530341.839412244,-3009235.6550561013,299.45683245303763,54.6,1:14:04:25
3362500,13450.000000905127,-3527590.9224316943,-3003451.1452585794,301.20010498211946,54.6,1:14:03:03
3375000,13500.000000915314,-3530123.0320815146,-3005797.3477118285,301.3069376812635,54.6,1:14:01:41
3387500,13550.0000009255,-3526822.7246269453,-3002894.1253956454,301.0787502958035,54.6,1:14:00:19
3400000,13600.000000935686,-3528095.5462080315,-3005914.6226344164,300.07443786905264,54.6,1:13:58:58
3412500,13650.000000945873,-3528869.1368874777,-3006605.3150607045,300.12207585350154,54.6,1:13:57:35
3425000,13700.000000956059,-3527776.291301625,-3002450.7983036553,301.8814837793009,54.6,1:13:56:11
3437500,13750.000000966245,-3528127.3990181666,-3006295.8255829634,299.8736816911249,54.6,1:13:54:48
3450000,13800.000000976432,-3531363.0872754306,-3009178.2434765263,300.07669065031456,54.6,1:13:53:26
3462500,13850.000000986618,-3528198.962863177,-3004117.098706655,301.1668249155468,54.6,1:13:52:03
3475000,13900.000000996804,-3525517.5988996085,-3003043.1999393725,300.24308528165056,54.6,1:13:50:41
3487500,13950.00000100699,-3525731.042849073,-2999403.569894405,302.4572776443941,54.6,1:13:49:18
