#"Step","Time (ps)","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)","Time Remaining"
780000,3119.9999999538695,-3625968.780011153,-3086201.313227943,301.61123766133323,50.3,3:16:58
782500,3129.999999953633,-3627796.55485411,-3089356.9112350866,300.86927670112124,50.3,3:16:41
785000,3139.9999999533966,-3629096.609122876,-3091726.248850273,300.27178260714317,50.3,3:16:24
787500,3149.99999995316,-3631257.4094707724,-3091774.2959210603,301.4523467759687,50.3,3:16:08
790000,3159.9999999529236,-3625723.339979043,-3085413.8646380296,301.9141011757212,50.3,3:15:52
792500,3169.999999952687,-3627400.834822798,-3088308.3915643315,301.2340480504782,50.3,3:15:35
795000,3179.9999999524507,-3630992.86963249,-3091469.5710073803,301.47480139035736,50.3,3:15:18
797500,3189.9999999522142,-3629214.2161710374,-3088183.8037773073,302.31694634540463,50.3,3:15:01
800000,3199.9999999519778,-3627288.8435667343,-3086701.8873520484,302.0691519242121,50.3,3:14:44
802500,3209.9999999517413,-3627996.820065856,-3090975.146817736,300.076943289321,50.3,3:14:27
805000,3219.999999951505,-3629439.829542991,-3088187.3297961997,302.4410443052626,50.3,3:14:10
807500,3229.9999999512684,-3624740.4607531615,-3085948.568065743,301.06610641765997,50.3,3:13:53
810000,3239.999999951032,-3628739.836546922,-3090019.8183209617,301.02594440973866,50.3,3:13:36
812500,3249.9999999507954,-3627186.5813409183,-3087530.8646286754,301.54879396235685,50.3,3:13:19
815000,3259.999999950559,-3626761.610302586,-3087460.19428825,301.350817836384,50.3,3:13:02
817500,3269.9999999503225,-3630472.0515721496,-3093100.0975812664,300.2726731449628,50.3,3:12:45
820000,3279.999999950086,-3629222.8639270887,-3090930.3127880516,300.7870843726291,50.3,3:12:27
822500,3289.9999999498496,-3626477.2159331758,-3088782.03062163,300.4532883258979,50.3,3:12:10
825000,3299.999999949613,-3629236.7888288796,-3090932.083170681,300.79387607422854,50.3,3:11:53
827500,3309.9999999493766,-3627983.6810757127,-3090879.032071839,300.1233084779045,50.3,3:11:36
830000,3319.99999994914,-3630627.6993119325,-3090609.0536897946,301.7515913601862,50.3,3:11:19
832500,3329.9999999489037,-3623462.7674938664,-3083125.23216703,301.92978053317336,50.3,3:11:02
835000,3339.999999948667,-3630023.127593916,-3092072.8403201513,300.59583418738373,50.3,3:10:45
837500,3349.9999999484307,-3629927.1809983645,-3090443.9465318755,301.4524143418391,50.3,3:10:28
840000,3359.9999999481943,-3628121.095820537,-3091748.5472587226,299.71422543009174,50.3,3:10:11
842500,3369.999999947958,-3629666.000527233,-3089740.345109265,301.6996302986253,50.3,3:09:54
845000,3379.9999999477213,-3630114.596622208,-3091986.8694846844,300.69498402543877,50.3,3:09:37
847500,3389.999999947485,-3627007.1459047757,-3085372.39032767,302.6546411987018,50.3,3:09:20
850000,3399.9999999472484,-3630325.048411848,-3093765.74101811,299.8185825207041,50.3,3:09:03
852500,3409.999999947012,-3630048.4019562732,-3091486.8242339045,300.93741103319263,50.3,3:08:46
855000,3419.9999999467755,-3629577.163859522,-3088642.1841279836,302.2636204872743,50.3,3:08:28
857500,3429.999999946539,-3628835.5190861747,-3091124.886004262,300.4619202302385,50.3,3:08:11
860000,3439.9999999463025,-3629094.023568079,-3090022.461401539,301.22238011499223,50.3,3:07:55
862500,3449.999999946066,-3626548.4234576784,-3088569.2390390616,300.6119813325161,50.3,3:07:37
865000,3459.9999999458296,-3628668.3493186645,-3089380.776757909,301.3430823920959,50.3,3:07:20
867500,3469.999999945593,-3626797.967884833,-3086997.9122268064,301.62944767114766,50.3,3:07:03
870000,3479.9999999453566,-3627657.7358660437,-3087379.630801269,301.89657209435876,50.3,3:06:46
872500,3489.99999994512,-3625811.739351472,-3087399.4033348016,300.85401776046615,50.3,3:06:29
875000,3499.9999999448837,-3631828.732528353,-3094881.626565747,300.0352765853105,50.3,3:06:12
